Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.91,0,3055,3052,0.764,0.355
Completed,0.91,0,3742,588,0.606,0.476
Completed,0.91,0,1141,3264,0.357,0.515
Completed,0.91,0,1265,2062,0.877,0.09
Completed,0.91,0,3854,4074,0.129,0.924
Completed,0.91,0,4159,1049,0.987,0.6
Completed,0.91,0,1585,2749,0.24,0.39
Completed,0.91,0,855,1293,0.527,0.962
Completed,0.91,0,3403,4906,0.276,0.05
Completed,0.91,0,2770,2364,0.118,0.187
Completed,0.91,0,161,3751,0.868,0.835
Completed,0.91,1,2244,286,0.399,0.252
Completed,0.91,0,4826,3587,0.646,0.728
Completed,0.91,0,4724,2300,0.786,0.915
Completed,0.91,0,2269,3999,0.037,0.065
Completed,0.9,4,293,42,0.698,0.52
Completed,0.91,0,2716,3656,0.449,0.497
Completed,0.91,0,3300,1115,0.166,0.361
