Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.74,4,3493,1197,2,0.999
Completed,0.75,4,411,379,1,0.753
Completed,0.74,2,3763,4413,1,0.867
Completed,0.72,1,2790,5000,1,0.79
Completed,0.75,7,740,344,1,0.738
Completed,0.74,2,4611,3429,2,0.951
Completed,0.74,2,3952,3453,3,0.999
Completed,0.74,2,1158,3460,4,0.999
Completed,0.73,346,2943,1886,8,0.374
Completed,0.72,84,808,4304,5,0.928
Completed,0.72,213,2219,768,10,0.198
Completed,0.74,264,4032,3040,2,0.502
Completed,0.74,29,4383,293,3,0.718
Completed,0.73,574,1868,3480,6,0.024
Completed,0.72,2,144,1430,1,0.852
Completed,0.73,90,3607,4803,9,0.407
Completed,0.74,102,3246,982,1,0.087
Completed,0.73,308,505,2792,8,0.641
Completed,0.74,264,1272,2304,4,0.484
Completed,0.74,157,4081,1803,10,0.992
Completed,0.73,182,2171,4387,3,0.298
Completed,0.74,64,1091,538,7,0.576
Completed,0.72,290,2660,3269,5,0.132
Completed,0.74,40,2553,380,8,0.817
Completed,0.73,201,1197,3431,2,0.389
Completed,0.74,178,1983,1656,6,0.737
Completed,0.73,378,4268,4540,4,0.058
Completed,0.73,274,4776,2443,3,0.224
Completed,0.73,246,1475,3787,9,0.544
Completed,0.73,140,377,1148,5,0.332
Completed,0.73,139,3373,2619,7,0.901
Completed,0.74,228,3481,1285,4,0.597
Completed,0.73,616,270,4944,8,0.168
Completed,0.73,35,1661,118,2,0.956
Completed,0.73,355,4590,3649,10,0.278
Completed,0.74,133,3848,932,7,0.44
Completed,0.73,131,2403,2880,3,0.76
Completed,0.73,470,700,2041,9,0.115
Completed,0.73,54,3051,4154,1,0.685
Completed,0.74,108,3506,985,6,0.609
Completed,0.75,31,5000,1261,2,0.735
Completed,0.74,55,4948,900,2,0.551
Completed,0.74,285,3267,1258,3,0.408
Completed,0.75,19,1237,1050,9,0.999
Completed,0.74,3,4183,3605,5,0.999
Completed,0.75,12,3190,564,2,0.664
Completed,0.74,17,998,328,2,0.645
Completed,0.74,2,1839,3559,9,0.99
Completed,0.74,15,3632,1329,4,0.898
Completed,0.74,81,2494,379,5,0.185
Completed,0.75,10,5000,1507,3,0.893
Completed,0.74,35,597,103,5,0.031
Completed,0.73,32,562,52,9,0.249
Completed,0.74,48,3915,2199,8,0.999
Completed,0.73,56,525,181,3,0.001
Completed,0.74,3,4542,3523,2,0.82
Completed,0.74,4,4177,2289,2,0.999
Completed,0.74,81,3566,377,6,0.451
Completed,0.73,27,4400,5000,9,0.957
Completed,0.73,35,638,71,7,0.396
Completed,0.74,9,1697,3497,5,0.929
Completed,0.75,43,1242,359,7,0.762
Completed,0.74,23,1013,302,7,0.821
Completed,0.75,10,3576,748,6,0.999
Completed,0.74,4,4104,1978,2,0.918
Completed,0.75,4,1375,1273,3,0.938
Completed,0.74,4,1559,3448,6,0.999
Completed,0.74,43,4186,2225,4,0.922
Completed,0.74,77,5000,1318,2,0.624
Completed,0.75,8,3525,907,5,0.957
Completed,0.74,11,457,138,10,0.999
Completed,0.74,22,5000,2380,5,0.999
Completed,0.74,106,3547,678,2,0.1
Completed,0.74,149,3571,735,3,0.001
Completed,0.71,59,2122,405,2,0.475
Completed,0.74,15,454,116,9,0.883
Completed,0.74,9,5000,1571,7,0.999
Completed,0.74,3,4630,2477,2,0.899
Completed,0.74,19,3783,3460,8,0.922
Completed,0.75,5,1364,1154,2,0.877
Completed,0.73,352,3790,2129,1,0.001
Completed,0.73,237,3895,3843,10,0.999
Completed,0.74,33,5000,1687,6,0.999
Completed,0.73,248,1510,2328,1,0.001
Completed,0.74,91,3215,631,6,0.581
Completed,0.74,42,3211,801,10,0.924
Completed,0.74,117,3682,690,6,0.606
Completed,0.74,187,3620,1864,4,0.712
Completed,0.74,22,1696,3490,9,0.944
Completed,0.73,1302,4491,1760,5,0.387
Completed,0.73,33,1088,3480,9,0.944
Completed,0.73,346,5000,1598,6,0.506
Completed,0.73,210,3436,4478,10,0.78
Completed,0.75,66,4096,367,4,0.868
Completed,0.74,55,4006,3379,6,0.82
Completed,0.73,26,4202,3210,9,0.999
Completed,0.73,4,4073,3322,9,0.999
Completed,0.74,30,3264,1050,4,0.797
Completed,0.75,13,1053,790,5,0.867
Completed,0.74,193,4404,2436,1,0.346
Completed,0.74,104,3199,694,4,0.342
Completed,0.75,9,5000,705,5,0.999
Completed,0.75,16,3528,678,4,0.787
Completed,0.74,22,500,90,4,0.931
Completed,0.75,11,1133,774,9,0.999
Completed,0.74,143,4647,1551,3,0.62
Completed,0.74,17,4799,665,1,0.56
Completed,0.75,41,4806,1040,3,0.693
Completed,0.74,117,4763,1594,2,0.529
Completed,0.74,13,4581,1564,4,0.876
Completed,0.74,5,557,611,4,0.906
Completed,0.74,133,1540,1041,4,0.26
Completed,0.74,136,3841,780,8,0.707
Completed,0.73,132,4686,2777,10,0.999
Completed,0.75,24,5000,999,9,0.999
Completed,0.75,8,1043,587,8,0.999
Completed,0.74,34,1330,1287,9,0.999
Completed,0.75,14,1057,563,6,0.999
Completed,0.75,29,5000,1096,5,0.849
Completed,0.75,18,1083,703,10,0.999
Completed,0.75,10,3707,715,2,0.815
Completed,0.73,49,808,67,7,0.306
Completed,0.74,25,3871,1890,4,0.999
Completed,0.74,142,3846,871,5,0.365
Completed,0.7,77,313,12,3,0.759
Completed,0.71,65,192,9,6,0.001
Completed,0.74,21,284,50,7,0.473
Completed,0.74,8,3888,1591,4,0.946
Completed,0.74,4,1677,3604,7,0.885
Completed,0.74,293,4050,3381,9,0.81
Completed,0.74,169,4937,1062,6,0.28
Completed,0.73,97,3508,4530,3,0.793
Completed,0.74,12,414,477,2,0.709
Completed,0.75,13,487,143,10,0.728
Completed,0.75,7,1620,659,2,0.87
Completed,0.74,19,3990,624,7,0.881
Completed,0.75,6,5000,1436,2,0.897
Completed,0.74,145,4096,2230,9,0.999
Completed,0.74,17,4671,2064,3,0.847
Completed,0.74,2,1932,3639,7,0.933
Completed,0.73,248,4906,2943,1,0.001
Completed,0.74,22,4008,1805,3,0.865
Completed,0.74,43,1519,3415,9,0.999
Completed,0.73,83,547,222,9,0.092
Completed,0.74,42,4257,2158,6,0.999
Completed,0.74,2,4121,3868,4,0.999
Completed,0.75,18,1102,517,5,0.805
Completed,0.73,28,4507,2758,7,0.999
Completed,0.74,73,1837,3427,10,0.952
Completed,0.73,30,3830,4546,5,0.999
Completed,0.74,129,1036,565,5,0.362
Completed,0.74,115,917,737,5,0.341
Completed,0.73,212,4157,3691,9,0.914
Completed,0.75,18,5000,1071,7,0.944
Completed,0.74,5,4142,3570,6,0.874
Completed,0.74,64,507,332,8,0.66
Completed,0.74,94,4330,2346,3,0.805
Completed,0.74,26,757,817,2,0.652
Completed,0.73,60,1233,1010,6,0.746
Completed,0.75,33,431,207,6,0.236
Completed,0.74,16,3820,329,1,0.555
Completed,0.75,11,188,91,9,0.519
Completed,0.74,73,3919,1978,8,0.999
Completed,0.73,5,2798,3516,7,0.95
Completed,0.74,4,1359,1427,7,0.999
Completed,0.74,131,4073,3783,5,0.888
Completed,0.73,258,1261,1616,3,0.56
Completed,0.74,19,4189,2083,3,0.999
Completed,0.74,3,4288,3441,4,0.999
Completed,0.75,41,3755,964,1,0.44
Completed,0.73,22,98,15,8,0.556
Completed,0.74,3,1277,1536,2,0.999
Completed,0.74,50,1127,247,9,0.419
Completed,0.74,107,4615,1105,3,0.488
Completed,0.73,45,1831,3307,6,0.883
Completed,0.74,108,2955,1437,1,0.488
Completed,0.73,187,4450,3502,3,0.663
Completed,0.74,335,4952,1164,6,0.093
Completed,0.74,119,4258,1124,1,0.25
Completed,0.74,13,449,127,9,0.748
Completed,0.74,10,4084,979,4,0.886
Completed,0.74,19,547,120,9,0.373
Completed,0.74,6,1532,1361,3,0.834
Completed,0.71,68,759,28,10,0.475
Completed,0.74,82,885,1124,10,0.823
Completed,0.74,18,489,154,4,0.132
Completed,0.74,32,4872,924,9,0.862
Completed,0.75,9,322,174,8,0.544
Completed,0.73,38,2044,4491,3,0.934
Completed,0.72,261,612,1497,5,0.545
Completed,0.75,10,1257,504,1,0.881
Completed,0.74,16,1765,3472,8,0.968
Completed,0.74,78,3492,486,10,0.742
Completed,0.75,8,1212,731,4,0.859
Completed,0.75,44,706,244,8,0.377
Completed,0.74,59,3801,1064,8,0.91
Completed,0.74,98,807,323,6,0.537
Completed,0.74,5,5000,1393,2,0.966
Completed,0.74,13,5000,469,6,0.999
Completed,0.75,20,3146,424,4,0.775
Completed,0.75,45,5000,545,3,0.52
Completed,0.74,59,3863,852,10,0.823
Completed,0.75,30,4959,1229,7,0.977
Completed,0.75,15,3793,792,8,0.956
Completed,0.73,167,1533,4537,10,0.885
Completed,0.74,20,3628,547,2,0.571
Completed,0.73,2,3957,3937,2,0.968
Completed,0.73,460,732,2291,10,0.339
Completed,0.74,14,588,114,1,0.461
Completed,0.74,94,606,290,7,0.043
Completed,0.75,9,3630,749,6,0.924
Completed,0.74,26,488,115,5,0.137
Completed,0.75,12,3414,585,3,0.999
Completed,0.75,10,1140,654,4,0.999
Completed,0.73,56,955,2472,7,0.999
Completed,0.75,38,3448,846,7,0.829
Completed,0.74,136,4827,490,7,0.189
Completed,0.75,8,912,373,3,0.914
Completed,0.74,138,3226,1475,3,0.705
Completed,0.74,11,636,195,10,0.954
Completed,0.75,24,467,218,1,0.083
Completed,0.74,98,4026,3795,2,0.757
Completed,0.72,25,43,237,2,0.212
Completed,0.75,9,516,207,1,0.591
Completed,0.74,4,1244,1073,6,0.999
Completed,0.75,28,706,221,2,0.159
Completed,0.75,14,644,428,9,0.999
Completed,0.75,9,1179,708,3,0.838
Completed,0.75,12,903,460,5,0.901
Completed,0.74,9,3360,455,2,0.999
Completed,0.72,389,3552,1549,4,0.001
Completed,0.75,9,5000,627,2,0.999
Completed,0.75,6,5000,907,3,0.999
Completed,0.75,8,3371,589,5,0.999
Completed,0.74,7,5000,1018,5,0.999
Completed,0.75,18,3591,1033,6,0.914
Completed,0.74,118,3876,841,2,0.304
Completed,0.75,17,1249,464,4,0.873
Completed,0.74,335,4960,1409,7,0.58
Completed,0.73,268,4958,2129,2,0.439
Completed,0.75,6,651,316,2,0.988
Completed,0.74,14,4726,1945,1,0.695
Completed,0.72,22,4317,2910,5,0.979
Completed,0.74,177,4571,2173,7,0.878
Completed,0.74,37,4211,3329,3,0.793
Completed,0.75,16,3602,834,1,0.635
Completed,0.73,3,4258,3755,3,0.999
Completed,0.75,32,475,256,8,0.599
Completed,0.74,3,5000,2691,2,0.999
Completed,0.74,4,3658,1528,1,0.818
Completed,0.75,25,4617,1846,4,0.93
Completed,0.74,5,3173,1200,2,0.814
Completed,0.73,42,527,228,1,0.037
Completed,0.75,23,1340,542,4,0.714
Completed,0.74,29,4970,2364,1,0.622
Completed,0.73,2,1582,3506,5,0.999
Completed,0.74,26,4742,1246,3,0.846
Completed,0.75,8,424,217,3,0.83
Completed,0.75,53,3920,752,5,0.732
Completed,0.74,45,589,220,4,0.188
Completed,0.74,19,795,148,1,0.188
Completed,0.75,21,3436,459,3,0.732
Completed,0.75,8,4711,2201,2,0.88
