Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.91,0,5000,1727,1,0.001
Completed,0.91,0,5000,573,10,0.001
Completed,0.91,0,5000,2552,1,0.001
Completed,0.91,0,5000,1881,10,0.001
Completed,0.91,0,1,4913,1,0.001
Completed,0.91,0,4897,344,10,0.564
Completed,0.91,0,5000,559,10,0.999
Completed,0.91,0,5000,3745,1,0.999
Completed,0.91,0,1,4721,6,0.999
Completed,0.91,0,5000,532,1,0.499
Completed,0.91,0,497,662,1,0.999
Completed,0.91,0,5000,1559,1,0.001
Completed,0.91,0,5000,1341,10,0.999
Completed,0.91,0,5000,4023,1,0.001
Completed,0.91,0,1,1903,1,0.999
Completed,0.91,0,1,589,1,0.001
Completed,0.91,0,5000,792,10,0.348
Completed,0.91,0,5000,748,1,0.999
Completed,0.91,0,1,818,10,0.999
Completed,0.91,0,5000,593,1,0.999
Completed,0.91,0,3327,656,1,0.001
Completed,0.91,0,5000,658,1,0.001
Completed,0.91,0,5000,3824,10,0.001
Completed,0.91,0,5000,4461,1,0.64
Completed,0.91,0,2654,5000,1,0.001
Completed,0.91,0,5000,1617,10,0.647
Completed,0.91,0,5000,1137,1,0.398
Completed,0.91,0,1,481,1,0.999
Completed,0.91,0,1,4848,10,0.001
Completed,0.91,0,3363,986,1,0.001
Completed,0.91,0,177,938,1,0.318
Completed,0.91,0,5000,4608,1,0.999
Completed,0.91,0,1,96,6,0.999
Completed,0.91,0,5000,1628,10,0.001
Completed,0.91,0,4944,1247,10,0.495
Completed,0.91,0,1456,1741,1,0.001
Completed,0.91,0,5000,316,1,0.504
Completed,0.91,0,1,4875,10,0.381
Completed,0.91,0,3515,2964,10,0.001
Completed,0.91,0,2395,3422,10,0.001
Completed,0.91,0,5000,1419,10,0.001
Completed,0.91,0,5000,1976,1,0.999
Completed,0.91,0,5000,950,1,0.999
Completed,0.91,0,5000,992,1,0.001
Completed,0.91,0,3200,5000,10,0.001
Completed,0.91,0,1747,4918,1,0.001
Completed,0.91,0,5000,4575,1,0.001
Completed,0.91,0,5000,1330,1,0.999
Completed,0.91,0,5000,723,10,0.001
Completed,0.91,0,5000,4818,1,0.434
Completed,0.91,0,5000,1048,1,0.578
Completed,0.91,0,2267,4528,10,0.001
Completed,0.91,0,5000,4042,1,0.999
Completed,0.91,0,5000,3672,1,0.001
Completed,0.91,0,2817,3888,1,0.999
Completed,0.91,0,5000,4048,10,0.001
Completed,0.91,0,5000,4933,1,0.001
Completed,0.91,0,5000,4659,10,0.001
Completed,0.91,0,1,4637,10,0.999
Completed,0.91,0,1,3660,1,0.999
Completed,0.91,0,381,451,10,0.671
Completed,0.91,0,1,1291,10,0.001
Completed,0.91,0,5000,1633,1,0.347
Completed,0.91,0,5000,504,1,0.999
Completed,0.91,0,1823,1294,1,0.692
Completed,0.91,0,5000,4524,10,0.484
Completed,0.91,0,155,523,10,0.999
Completed,0.91,0,5000,4105,10,0.424
Completed,0.91,0,1,4161,10,0.001
Completed,0.91,0,5000,629,10,0.457
Completed,0.91,0,1,2515,1,0.542
Completed,0.91,0,1,2226,1,0.001
Completed,0.91,0,1,784,1,0.023
Completed,0.91,0,1,1224,10,0.999
Completed,0.91,0,2514,407,10,0.999
Completed,0.91,0,4034,897,5,0.795
Completed,0.91,0,5000,4378,10,0.402
Completed,0.91,0,4815,3125,1,0.334
Completed,0.91,0,5000,848,1,0.001
Completed,0.91,0,5000,1924,1,0.001
Completed,0.91,0,5000,3625,1,0.001
Completed,0.91,0,5000,1516,1,0.49
Completed,0.91,4,1222,140,10,0.001
Completed,0.91,0,5000,1151,10,0.536
Completed,0.91,0,1,1264,10,0.999
Completed,0.91,0,5000,2066,10,0.001
Completed,0.91,0,1,1807,1,0.001
Completed,0.91,0,5000,5000,8,0.999
Completed,0.91,0,1,927,10,0.999
Completed,0.91,0,1,4772,4,0.001
Completed,0.91,0,4272,1390,1,0.257
Completed,0.91,0,1,3888,1,0.001
Completed,0.91,0,3980,723,1,0.619
Completed,0.91,0,3763,4132,1,0.001
Completed,0.91,0,3196,568,1,0.558
Completed,0.91,0,5000,921,1,0.299
Completed,0.91,0,5000,1008,1,0.981
Completed,0.91,0,5000,2734,1,0.999
Completed,0.91,0,5000,611,1,0.001
Completed,0.91,0,1783,1600,1,0.001
Completed,0.91,0,5000,1643,1,0.999
Completed,0.91,0,5000,4939,10,0.548
Completed,0.91,0,5000,2360,1,0.999
Completed,0.91,0,334,4928,10,0.749
Completed,0.91,0,1,4538,10,0.001
Completed,0.91,0,2866,925,8,0.999
Completed,0.91,0,5000,472,10,0.503
Completed,0.91,0,5000,2823,1,0.999
Completed,0.91,0,5000,2328,1,0.001
Completed,0.91,0,5000,3316,10,0.999
Completed,0.91,0,4552,3449,10,0.45
Completed,0.91,0,1,560,1,0.999
Completed,0.91,0,1,4739,10,0.999
Completed,0.91,0,3672,1806,10,0.001
Completed,0.91,0,4505,4299,1,0.668
Completed,0.91,0,1,4684,1,0.001
Completed,0.91,0,1,2434,10,0.999
Completed,0.91,0,2566,339,10,0.999
Completed,0.91,0,1,2762,1,0.001
Completed,0.91,0,1,1424,1,0.001
Completed,0.91,0,5000,718,10,0.409
Completed,0.91,0,370,4123,1,0.929
Completed,0.91,0,2648,637,1,0.529
Completed,0.91,0,4641,1446,1,0.602
Completed,0.91,0,3709,2146,1,0.001
Completed,0.91,0,1,1040,10,0.999
Completed,0.91,0,3349,361,10,0.415
Completed,0.91,0,4643,1110,10,0.218
Completed,0.91,0,1,3069,10,0.001
Completed,0.91,0,4780,5000,1,0.489
Completed,0.91,0,4377,2508,10,0.001
Completed,0.91,0,5000,468,10,0.999
Completed,0.91,0,2734,4860,1,0.999
Completed,0.91,0,1,4795,1,0.441
Completed,0.91,0,5000,275,6,0.001
Completed,0.91,0,5000,344,1,0.252
Completed,0.91,0,4918,1964,1,0.242
Completed,0.91,0,5000,3082,1,0.999
Completed,0.91,0,1,4589,1,0.653
Completed,0.91,0,4906,1838,1,0.614
Completed,0.91,0,5000,3334,1,0.001
Completed,0.91,0,1497,387,1,0.001
Completed,0.91,0,1810,374,1,0.261
Completed,0.91,0,5000,4524,10,0.999
Completed,0.91,0,2684,3270,10,0.001
Completed,0.91,1,1,53,7,0.001
Completed,0.91,0,1,1596,1,0.999
Completed,0.91,0,3795,4939,10,0.999
Completed,0.91,0,1,415,1,0.001
Completed,0.91,0,3815,1839,10,0.683
Completed,0.91,0,3177,1461,10,0.999
Completed,0.91,3,3701,196,1,0.001
Completed,0.91,0,2938,2195,10,0.999
Completed,0.91,0,4028,2316,1,0.327
Completed,0.91,0,5000,3539,10,0.747
Completed,0.91,0,2880,2510,1,0.448
Completed,0.91,0,93,3415,10,0.999
Completed,0.91,0,2778,492,10,0.999
Completed,0.91,0,703,1219,10,0.384
Completed,0.91,0,1,4484,10,0.999
Completed,0.91,0,4394,2666,10,0.001
Completed,0.91,0,4519,4760,10,0.999
Completed,0.91,1,1,34,8,0.999
Completed,0.91,0,4971,2394,1,0.483
Completed,0.91,0,3822,2742,1,0.449
Completed,0.91,0,5000,4205,1,0.547
Completed,0.91,0,5000,2144,10,0.524
Completed,0.91,0,1,2558,10,0.001
Completed,0.91,0,2859,1891,10,0.513
Completed,0.91,0,2827,1640,1,0.999
Completed,0.91,0,4546,2602,1,0.504
Completed,0.91,0,3275,1219,4,0.001
Completed,0.91,0,1,2013,10,0.001
Completed,0.91,0,3120,2913,10,0.999
Completed,0.91,0,2516,4424,1,0.001
Completed,0.91,0,2465,4747,1,0.999
Completed,0.91,0,2246,2058,1,0.999
Completed,0.91,0,5000,1705,1,0.606
Completed,0.91,0,2164,1865,1,0.999
Completed,0.91,0,167,2277,10,0.278
Completed,0.91,0,4529,2078,1,0.515
Completed,0.91,0,11,2984,1,0.375
Completed,0.91,0,2423,576,1,0.001
Completed,0.91,0,1,3705,10,0.999
Completed,0.91,0,1,4308,1,0.999
Completed,0.91,0,5000,2658,4,0.488
Completed,0.91,0,2523,2628,10,0.54
Completed,0.91,0,1,3168,10,0.999
Completed,0.91,0,1436,4336,10,0.173
Completed,0.91,0,228,1376,10,0.68
Completed,0.91,1,23,4387,10,0.58
Completed,0.91,0,5000,3284,1,0.589
Completed,0.91,0,2850,3143,10,0.001
Completed,0.91,0,2687,3827,1,0.535
Completed,0.91,0,3894,3936,10,0.001
Completed,0.91,0,1,2163,1,0.543
Completed,0.91,0,1332,5000,1,0.537
Completed,0.91,0,5000,3918,1,0.999
Completed,0.91,0,3067,2551,10,0.999
Completed,0.91,0,2384,643,1,0.999
Completed,0.91,0,3010,3525,1,0.001
Completed,0.91,0,3063,4496,1,0.001
Completed,0.91,0,2260,728,1,0.282
Completed,0.91,0,1,3134,1,0.657
Completed,0.91,0,3070,2415,1,0.001
Completed,0.91,0,2472,2081,1,0.001
Completed,0.91,0,4751,3822,1,0.334
Completed,0.91,0,4912,2473,10,0.622
Completed,0.91,0,1,997,1,0.001
Completed,0.91,0,1,358,1,0.531
Completed,0.91,0,1,2092,10,0.454
Completed,0.91,0,3630,3558,10,0.999
Completed,0.91,0,5000,3609,10,0.001
Completed,0.91,0,2056,3715,1,0.576
Completed,0.91,0,2016,1751,8,0.862
Completed,0.91,0,1329,2954,7,0.898
Completed,0.91,0,92,2622,2,0.593
Completed,0.91,0,1714,3980,9,0.378
Completed,0.91,0,4348,644,1,0.841
Completed,0.91,0,774,1420,3,0.676
Completed,0.91,0,732,2781,6,0.134
Completed,0.91,0,2313,3826,5,0.833
Completed,0.91,0,1482,3461,8,0.511
Completed,0.91,0,1070,4119,10,0.642
Completed,0.91,0,4058,3644,7,0.87
Completed,0.91,0,1990,3113,1,0.328
